Name1,Name2,Equivalent
proposed as accepted,Check bachelor's degree,False
proposed as accepted,Forward documents,False
proposed as accepted,Documents &#10;received,False
proposed as accepted,Send interview invitation,False
proposed as accepted,Conduct interview,False
proposed as accepted,Go to the interview,False
proposed as accepted,Invited to an&#10;interview,False
proposed as accepted,Precheck of documents,False
proposed as accepted,Complete?,False
proposed as accepted,Send commitment,False
proposed as accepted,Checking for contentual match,False
proposed as accepted,Check if has university entrance qualification,False
proposed as accepted,Check for DSH,False
proposed as accepted,Checking for completeness,False
proposed as accepted,Choose Uni,False
proposed as accepted,Fill in printed form of application for international students,False
proposed as accepted,Send international application,False
proposed as accepted,Send german application,False
proposed as accepted,Fill in online form of application,False
proposed as accepted,Receive Commitment,False
proposed as accepted,Waiting for response,False
proposed as accepted,Matriculate,False
proposed as reserved,Apply online,False
proposed as reserved,Send online protocol,False
proposed as reserved,Send documents by post,False
proposed as reserved,Take aptitude test,False
proposed as reserved,Pay for aptitude test,False
proposed as reserved,Wait for results,False
proposed as reserved,Accepted,False
proposed as reserved,Rejected,False
proposed as reserved,Check documents,False
proposed as reserved,Keep in the applicant pool,False
proposed as reserved,Invite to an aptitude test,False
proposed as reserved,Rank students according to GPA and the test results,False
proposed as reserved,Evaluate,False
proposed as reserved,Send letter of rejection,False
proposed as reserved,Send letter of acceptance,False
proposed as reserved,Documents&#10;received,False
proposed as reserved,Take oral exam,False
proposed as reserved,Accepted&#10;provisionally,False
proposed as reserved,Wait for bachelor's certificate,False
proposed as reserved,Certificate&#10;received,False
proposed as reserved,Send bachelor's certificate,False
proposed as reserved,Provisional &#10;acceptance&#10;cancelled,False
proposed as reserved,Provisional&#10;acceptance&#10;confirmed,False
proposed as reserved,Send letter of &#10;provisional acceptance,False
proposed as reserved,Wait for Bachelor's certificate,False
proposed as reserved,Check certificate,False
proposed as reserved,Conduct oral examination,False
proposed as reserved,Confirm provisional acceptance,False
proposed as reserved,Cancel provisional acceptance,False
proposed as reserved,Check application in time,False
proposed as reserved,Complete and&#10;in time?,False
